station,date,latitude,longitude,elevation,name,precipitation,precipitation_attrs,snowfall,snowfall_attrs,snow_depth,snow_depth_attrs,temp_max,temp_max_attrs,temp_min,temp_min_attrs,group_,county,state_name,rn
US1KYMH0003,2011-05-27,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",38,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-05-28,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",3,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-05-29,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-05-30,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-05-31,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-02,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-03,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-09,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",305,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-12,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",13,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-13,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-15,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",51,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-17,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",3,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-18,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",229,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-19,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",419,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-22,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",302,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-23,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",3,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-24,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-25,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-26,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",508,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-27,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",203,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-28,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",152,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-29,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",5,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-06-30,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-01,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-03,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-04,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-05,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",318,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-06,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",38,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-07,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",5,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-08,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",5,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-09,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",23,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-10,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-11,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-12,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-13,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",330,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-14,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-16,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-17,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-19,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-20,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-21,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-22,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-24,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-25,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",51,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-26,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-27,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-29,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-30,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-07-31,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-01,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-02,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-03,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-04,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-05,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-06,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",36,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-07,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",511,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-09,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",28,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-10,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,"T,,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-11,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-12,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-13,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-14,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-15,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-16,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-17,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-18,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-19,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",127,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-20,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-21,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",8,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-22,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-23,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-24,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-26,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-27,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-28,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-29,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-30,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-08-31,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-01,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-02,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-04,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",84,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-05,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",102,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-06,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-07,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-08,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-09,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-10,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-11,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,"T,,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-12,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-13,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-14,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-15,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",318,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-16,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-18,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-19,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",254,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-20,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",28,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-21,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,"T,,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-22,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-23,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",79,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-24,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",13,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-25,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",30,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-28,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,"T,,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2011-09-29,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-01,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",51,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-02,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-04,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-05,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-06,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",127,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-07,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-08,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",76,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-09,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-10,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-11,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-12,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-13,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",76,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-14,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-15,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-16,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-18,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-19,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-20,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-21,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",38,",,N",null,null,null,null,null,null,null,null,US1,Massac,Illinois,1
US1KYMH0003,2012-05-22,37.000908,-88.37906,120,"CALVERT CITY 2.7 SSW, KY US",0,",,N",0,",,N",null,null,null,null,null,null,US1,Massac,Illinois,1
